,Município,Internações,AIH_aprovadas,Valor_total,Valor_serviços_hospitalares,Val_serv_hosp_-_compl_federal,Val_serv_hosp_-_compl_gestor,Valor_serviços_profissionais,Val_serv_prof_-_compl_federal,Val_serv_prof_-_compl_gestor,Valor_médio_AIH,Valor_médio_intern,Dias_permanência,Média_permanência,Óbitos,Taxa_mortalidade,data,NM_LOCALIDADE,LAT,LONG,ALT
116,150840 Xinguara,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,XINGUARA,-7.10151282714604,-49.9427005843752,236.843462
117,160027 Laranjal do Jari,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,6,6.0,0,0.0,2018-01-01 00:01:00,LARANJAL DO JARI,-0.8556645,-52.5390207369393,8.685386
118,160030 Macapá,9,9,4734.37,4455.29,0.0,0.0,279.08,0.0,0,526.04,526.04,47,5.2,0,0.0,2018-01-01 00:01:00,MACAPÁ,0.03895101,-51.057405457036,14.506623
119,160060 Santana,4,4,1794.73,1691.09,0.0,0.0,103.64,0.0,0,448.68,448.68,16,4.0,0,0.0,2018-01-01 00:01:00,SANTANA,-0.0383734790956603,-51.1728464650687,17.139647
120,160060 Santana,4,4,1794.73,1691.09,0.0,0.0,103.64,0.0,0,448.68,448.68,16,4.0,0,0.0,2018-01-01 00:01:00,SANTANA,-2.4345829274626,-44.7399373245941,12.388033
121,160060 Santana,4,4,1794.73,1691.09,0.0,0.0,103.64,0.0,0,448.68,448.68,16,4.0,0,0.0,2018-01-01 00:01:00,SANTANA,-4.11541058785451,-43.0615003727532,115.199117
122,160060 Santana,4,4,1794.73,1691.09,0.0,0.0,103.64,0.0,0,448.68,448.68,16,4.0,0,0.0,2018-01-01 00:01:00,SANTANA,-12.98075117473,-44.0532579029164,539.850499
123,170210 Araguaína,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,3,3.0,0,0.0,2018-01-01 00:01:00,ARAGUAÍNA,-7.19132893965496,-48.2087052518558,235.277019
124,170550 Colinas do Tocantins,1,1,517.14,491.43,0.0,0.0,25.71,0.0,0,517.14,517.14,2,2.0,0,0.0,2018-01-01 00:01:00,COLINAS DO TOCANTINS,-8.05462467549995,-48.4815945437489,233.502707
125,170930 Guaraí,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,2,1.0,0,0.0,2018-01-01 00:01:00,GUARAÍ,-8.83616565750443,-48.5086406064702,257.325051
126,171190 Lagoa da Confusão,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,7,3.5,0,0.0,2018-01-01 00:01:00,LAGOA DA CONFUSÃO,-10.7886955575897,-49.620085339146,188.205395
127,171320 Miracema do Tocantins,2,2,982.38,930.96,0.0,0.0,51.42,0.0,0,491.19,491.19,3,1.5,0,0.0,2018-01-01 00:01:00,MIRACEMA DO TOCANTINS,-9.56834607764652,-48.3879913115193,190.429632
128,172100 Palmas,4,4,2249.18,2119.25,0.0,0.0,129.93,0.0,0,562.29,562.29,24,6.0,0,0.0,2018-01-01 00:01:00,PALMAS,-10.1632533267928,-48.3510437082462,234.047277
129,172100 Palmas,4,4,2249.18,2119.25,0.0,0.0,129.93,0.0,0,562.29,562.29,24,6.0,0,0.0,2018-01-01 00:01:00,PALMAS,-26.481472515,-51.9887738877128,1080.067956
130,171660 Peixe,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,8,2.7,0,0.0,2018-01-01 00:01:00,PEIXE,-12.029773830853,-48.537810626336,246.033236
131,171820 Porto Nacional,4,4,2104.73,1974.8,0.0,0.0,129.93,0.0,0,526.18,526.18,29,7.3,0,0.0,2018-01-01 00:01:00,PORTO NACIONAL,-10.708569917,-48.4121534584309,234.029467
132,172120 Tocantinópolis,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,TOCANTINÓPOLIS,-6.32563437602796,-47.4274129286927,171.761803
133,172210 Xambioá,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,XAMBIOÁ,-6.41188502017984,-48.531601072817,150.222935
134,210005 Açailândia,2,2,998.38,946.96,0.0,0.0,51.42,0.0,0,499.19,499.19,5,2.5,0,0.0,2018-01-01 00:01:00,AÇAILÂNDIA,-4.95137700016248,-47.5066645931119,229.048825
135,210020 Alcântara,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,4,4.0,0,0.0,2018-01-01 00:01:00,ALCÂNTARA,-2.40327652507917,-44.4170125372846,29.719542
136,210047 Alto Alegre do Pindaré,4,4,1980.76,1877.92,0.0,0.0,102.84,0.0,0,495.19,495.19,8,2.0,0,0.0,2018-01-01 00:01:00,ALTO ALEGRE DO PINDARÉ,-3.66517037445328,-45.8420796161705,17.599259
137,210060 Amarante do Maranhão,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,AMARANTE DO MARANHÃO,-5.55766200018214,-46.7506375454972,250.762969
138,210080 Anapurus,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,2,2.0,0,0.0,2018-01-01 00:01:00,ANAPURUS,-3.66703466234686,-43.1057925096893,94.503552
139,210083 Apicum-Açu,8,8,3833.52,3627.84,0.0,0.0,205.68,0.0,0,479.19,479.19,21,2.6,0,0.0,2018-01-01 00:01:00,APICUM-AÇU,-1.53059157775486,-45.0766520734486,10.578819
140,210087 Araguanã,5,5,2395.95,2267.4,0.0,0.0,128.55,0.0,0,479.19,479.19,10,2.0,0,0.0,2018-01-01 00:01:00,ARAGUANÃ,-6.58224942002919,-48.6437495469431,139.451152
141,210087 Araguanã,5,5,2395.95,2267.4,0.0,0.0,128.55,0.0,0,479.19,479.19,10,2.0,0,0.0,2018-01-01 00:01:00,ARAGUANÃ,-2.94912562327705,-45.6687944761006,19.123992
142,210095 Arame,5,5,2968.1,2576.35,0.0,0.0,391.75,0.0,0,593.62,593.62,11,2.2,0,0.0,2018-01-01 00:01:00,ARAME,-4.886081505,-46.0136362778351,128.643699
143,210110 Axixá,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,AXIXÁ,-2.83779683713212,-44.0545858090773,17.672108
144,210120 Bacabal,16,16,1609.46,1405.72,0.0,0.0,203.74,0.0,0,100.59,100.59,4,0.3,0,0.0,2018-01-01 00:01:00,BACABAL,-4.23152462978051,-44.7815559640891,25.184611
145,210120 Bacabal,16,16,1609.46,1405.72,0.0,0.0,203.74,0.0,0,100.59,100.59,4,0.3,0,0.0,2018-01-01 00:01:00,BACABAL,-2.68365812497906,-45.0975956314921,14.895943
146,210130 Bacuri,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,BACURI,-1.72404631847323,-45.1373489396265,23.844171
147,210130 Bacuri,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,BACURI,-3.24493366708128,-42.2392545854928,8.635631
148,210130 Bacuri,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,BACURI,-3.64613015847473,-43.6776352687061,35.25114
149,210140 Balsas,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,5,5.0,0,0.0,2018-01-01 00:01:00,BALSAS,-7.53116999024552,-46.0389926733405,255.910533
150,210150 Barão de Grajaú,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,BARÃO DE GRAJAÚ,-6.75895520558046,-43.0264526994269,110.360829
151,210160 Barra do Corda,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-01-01 00:01:00,BARRA DO CORDA,-5.5083395,-45.239011016111,152.522676
152,210180 Benedito Leite,5,5,2475.95,2347.4,0.0,0.0,128.55,0.0,0,495.19,495.19,13,2.6,0,0.0,2018-01-01 00:01:00,BENEDITO LEITE,-7.2187997953852,-44.5598567990095,218.997828
153,210190 Bequimão,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,BEQUIMÃO,-2.4620629950811,-44.7857301568673,3.187989
154,210193 Bernardo do Mearim,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-01-01 00:01:00,BERNARDO DO MEARIM,-4.63028749079229,-44.7643231034878,52.21505
155,210200 Bom Jardim,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,BOM JARDIM,-3.54416097785572,-45.6018893890511,39.171601
156,210200 Bom Jardim,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,BOM JARDIM,-7.79951218074002,-35.5871395022878,314.187503
157,210200 Bom Jardim,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,BOM JARDIM,-22.1533052283079,-42.4172114822868,590.701385
158,210203 Bom Jesus das Selvas,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,6,2.0,0,0.0,2018-01-01 00:01:00,BOM JESUS DAS SELVAS,-4.48996835310692,-46.8532412231489,207.141816
159,210210 Brejo,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,2,2.0,0,0.0,2018-01-01 00:01:00,BREJO,-3.679178,-42.7508478268196,53.017318
160,210230 Buriti Bravo,9,9,4543.94,4259.91,0.0,0.0,284.03,0.0,0,504.88,504.88,17,1.9,0,0.0,2018-01-01 00:01:00,BURITI BRAVO,-5.83528813214674,-43.8356215415106,219.204782
161,210232 Buriticupu,4,4,1916.76,1813.92,0.0,0.0,102.84,0.0,0,479.19,479.19,8,2.0,0,0.0,2018-01-01 00:01:00,BURITICUPU,-4.32594772630155,-46.451495319051,172.752391
162,210240 Cajapió,3,3,1477.57,1400.44,0.0,0.0,77.13,0.0,0,492.52,492.52,5,1.7,0,0.0,2018-01-01 00:01:00,CAJAPIÓ,-2.88288220315752,-44.6733771645862,4.650649
163,210270 Cantanhede,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,6,2.0,0,0.0,2018-01-01 00:01:00,CANTANHEDE,-3.62836431187274,-44.381816135839,23.075743
164,210280 Carolina,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-01-01 00:01:00,CAROLINA,-7.33078300523913,-47.4700918028279,179.763253
165,210300 Caxias,2,2,1340.38,1288.96,0.0,0.0,51.42,0.0,0,670.19,670.19,16,8.0,0,0.0,2018-01-01 00:01:00,CAXIAS,-4.86167499015957,-43.3585394285192,77.461758
166,210320 Chapadinha,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,CHAPADINHA,-3.74002452,-43.361120781752,105.704466
167,210320 Chapadinha,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,CHAPADINHA,-17.7461707130603,-42.3427414463797,895.181543
168,210325 Cidelândia,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-01-01 00:01:00,CIDELÂNDIA,-5.17742104721159,-47.7842327756716,177.811617
169,210330 Codó,1,1,551.39,525.68,0.0,0.0,25.71,0.0,0,551.39,551.39,6,6.0,0,0.0,2018-01-01 00:01:00,CODÓ,-4.45133750014621,-43.8860802350324,44.265667
170,210340 Coelho Neto,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,COELHO NETO,-4.25473750013981,-43.0140136155495,55.575961
171,210350 Colinas,4,4,1940.76,1837.92,0.0,0.0,102.84,0.0,0,485.19,485.19,11,2.8,0,0.0,2018-01-01 00:01:00,COLINAS,-6.02736552019732,-44.2497802305352,146.291374
172,210350 Colinas,4,4,1940.76,1837.92,0.0,0.0,102.84,0.0,0,485.19,485.19,11,2.8,0,0.0,2018-01-01 00:01:00,COLINAS,-29.3925368716088,-51.8685755464998,67.642233
173,210380 Dom Pedro,5,5,2451.95,2323.4,0.0,0.0,128.55,0.0,0,490.39,490.39,7,1.4,0,0.0,2018-01-01 00:01:00,DOM PEDRO,-5.03844763516531,-44.4400099109689,137.883548
174,210390 Duque Bacelar,17,17,8418.23,7981.16,0.0,0.0,437.07,0.0,0,495.19,495.19,34,2.0,0,0.0,2018-01-01 00:01:00,DUQUE BACELAR,-4.14781909711357,-42.9441802036073,49.644393
175,210407 Feira Nova do Maranhão,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,FEIRA NOVA DO MARANHÃO,-6.96313554062729,-46.6873552159638,334.713877
176,210420 Fortuna,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,FORTUNA,-5.73622413247702,-44.1606284272259,217.82378
177,210440 Gonçalves Dias,5,5,2395.95,2267.4,0.0,0.0,128.55,0.0,0,479.19,479.19,10,2.0,0,0.0,2018-01-01 00:01:00,GONÇALVES DIAS,-5.14395556946104,-44.3059065359375,149.133723
178,210450 Governador Archer,5,5,2411.95,2283.4,0.0,0.0,128.55,0.0,0,482.39,482.39,10,2.0,0,0.0,2018-01-01 00:01:00,GOVERNADOR ARCHER,-5.02538782392684,-44.2757565261253,132.852
179,210460 Governador Eugênio Barros,3,3,1493.57,1416.44,0.0,0.0,77.13,0.0,0,497.86,497.86,7,2.3,0,0.0,2018-01-01 00:01:00,GOVERNADOR EUGÊNIO BARROS,-5.32249100152954,-44.2469626460204,135.674442
180,210467 Governador Nunes Freire,4,4,1972.76,1869.92,0.0,0.0,102.84,0.0,0,493.19,493.19,7,1.8,0,0.0,2018-01-01 00:01:00,GOVERNADOR NUNES FREIRE,-2.13496236,-45.8814811327942,41.800462
181,210480 Grajaú,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,GRAJAÚ,-5.81854843133104,-46.1423956359934,151.01878
182,210490 Guimarães,8,8,2733.83,2480.23,0.0,0.0,253.6,0.0,0,341.73,341.73,23,2.9,0,0.0,2018-01-01 00:01:00,GUIMARÃES,-2.13507715838452,-44.5977464563371,4.789339
183,210510 Icatu,6,6,2923.14,2768.88,0.0,0.0,154.26,0.0,0,487.19,487.19,10,1.7,0,0.0,2018-01-01 00:01:00,ICATU,-2.77482786309925,-44.06584846864,6.712083
184,210520 Igarapé Grande,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,IGARAPÉ GRANDE,-4.66085380623745,-44.8674033458603,39.700963
185,210530 Imperatriz,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,IMPERATRIZ,-5.52652402518114,-47.4798108057682,130.717348
186,210535 Itaipava do Grajaú,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-01-01 00:01:00,ITAIPAVA DO GRAJAÚ,-5.1445822617698,-45.792682503469,107.176355
187,210540 Itapecuru Mirim,1,1,512.87,483.47,0.0,0.0,29.4,0.0,0,512.87,512.87,4,4.0,0,0.0,2018-01-01 00:01:00,ITAPECURU MIRIM,-3.39904548011184,-44.354263390434,21.883496
188,210542 Itinga do Maranhão,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,6,2.0,0,0.0,2018-01-01 00:01:00,ITINGA DO MARANHÃO,-4.45500399844588,-47.5279099637574,166.518744
189,210547 Jenipapo dos Vieiras,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,1,1.0,0,0.0,2018-01-01 00:01:00,JENIPAPO DOS VIEIRAS,-5.36942492643339,-45.6333791074203,173.367514
190,210550 João Lisboa,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,2,2.0,0,0.0,2018-01-01 00:01:00,JOÃO LISBOA,-5.45366294155917,-47.4050361497684,176.921736
191,210560 Joselândia,3,3,1437.57,1360.44,0.0,0.0,77.13,0.0,0,479.19,479.19,7,2.3,0,0.0,2018-01-01 00:01:00,JOSELÂNDIA,-4.97269332894745,-44.6991525645005,127.035522
192,210570 Lago da Pedra,33,33,16133.27,15284.84,0.0,0.0,848.43,0.0,0,488.89,488.89,40,1.2,0,0.0,2018-01-01 00:01:00,LAGO DA PEDRA,-4.564744515,-45.1258913559145,75.61844
193,210594 Lago dos Rodrigues,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,5,5.0,0,0.0,2018-01-01 00:01:00,LAGO DOS RODRIGUES,-4.61237577693148,-44.9764423255877,61.616255
194,210590 Lago Verde,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,LAGO VERDE,-4.03871129527666,-44.9376352319942,26.64068
195,210630 Magalhães de Almeida,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,3,3.0,0,0.0,2018-01-01 00:01:00,MAGALHÃES DE ALMEIDA,-3.3966676742208,-42.2015066913751,17.420408
196,210637 Maranhãozinho,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-01-01 00:01:00,MARANHÃOZINHO,-2.235616992076,-45.8556114548668,56.665175
197,210640 Mata Roma,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-01-01 00:01:00,MATA ROMA,-3.61904550989372,-43.1203894235718,88.344559
198,210660 Matões,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,1,1.0,0,0.0,2018-01-01 00:01:00,MATÕES,-5.52246501943405,-43.201208282913,186.948543
199,210670 Mirador,14,14,6772.66,6412.72,0.0,0.0,359.94,0.0,0,483.76,483.76,48,3.4,0,0.0,2018-01-01 00:01:00,MIRADOR,-6.37756569538775,-44.3626097938789,187.079195
200,210670 Mirador,14,14,6772.66,6412.72,0.0,0.0,359.94,0.0,0,483.76,483.76,48,3.4,0,0.0,2018-01-01 00:01:00,MIRADOR,-23.2574075418387,-52.7769349283224,307.033822
201,210700 Montes Altos,8,8,3833.52,3627.84,0.0,0.0,205.68,0.0,0,479.19,479.19,16,2.0,0,0.0,2018-01-01 00:01:00,MONTES ALTOS,-5.82856250416417,-47.0704395080146,249.583101
202,210710 Morros,4,4,2012.76,1909.92,0.0,0.0,102.84,0.0,0,503.19,503.19,13,3.3,0,0.0,2018-01-01 00:01:00,MORROS,-2.86147895308791,-44.0445445431756,22.219949
203,210720 Nina Rodrigues,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,3,3.0,0,0.0,2018-01-01 00:01:00,NINA RODRIGUES,-3.46246428944702,-43.9044847603497,17.366039
204,210745 Olinda Nova do Maranhão,4,4,1980.76,1877.92,0.0,0.0,102.84,0.0,0,495.19,495.19,8,2.0,0,0.0,2018-01-01 00:01:00,OLINDA NOVA DO MARANHÃO,-2.99747761540954,-45.0032353744727,15.941204
205,210760 Palmeirândia,4,4,1916.76,1813.92,0.0,0.0,102.84,0.0,0,479.19,479.19,8,2.0,0,0.0,2018-01-01 00:01:00,PALMEIRÂNDIA,-2.64777427826389,-44.9044638923101,13.844925
206,210770 Paraibano,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,PARAIBANO,-6.43182541413892,-43.9857620488226,285.671258
207,210790 Passagem Franca,7,7,3521.56,3288.95,0.0,0.0,232.61,0.0,0,503.08,503.08,16,2.3,0,0.0,2018-01-01 00:01:00,PASSAGEM FRANCA,-6.17399442555871,-43.781745225862,218.682539
208,210800 Pastos Bons,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-01-01 00:01:00,PASTOS BONS,-6.60402773206398,-44.0886025133719,308.397342
209,210805 Paulino Neves,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,PAULINO NEVES,-2.71820598982708,-42.5454239809373,3.341475
210,210810 Paulo Ramos,3,3,1493.57,1416.44,0.0,0.0,77.13,0.0,0,497.86,497.86,7,2.3,0,0.0,2018-01-01 00:01:00,PAULO RAMOS,-4.44795676593636,-45.2399800047299,71.073929
211,210820 Pedreiras,10,10,4847.9,4590.8,0.0,0.0,257.1,0.0,0,484.79,484.79,21,2.1,0,0.0,2018-01-01 00:01:00,PEDREIRAS,-4.56935068809905,-44.6037348763271,32.51849
212,210820 Pedreiras,10,10,4847.9,4590.8,0.0,0.0,257.1,0.0,0,484.79,484.79,21,2.1,0,0.0,2018-01-01 00:01:00,PEDREIRAS,-15.3168120806124,-42.9342396542943,517.809859
213,210825 Pedro do Rosário,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,5,2.5,0,0.0,2018-01-01 00:01:00,PEDRO DO ROSÁRIO,-2.96811467267822,-45.3464537341415,29.973523
214,210830 Penalva,2,2,982.38,930.96,0.0,0.0,51.42,0.0,0,491.19,491.19,3,1.5,0,0.0,2018-01-01 00:01:00,PENALVA,-3.29323331776922,-45.1764616887688,17.909994
215,210840 Peri Mirim,7,7,3402.33,3222.36,0.0,0.0,179.97,0.0,0,486.05,486.05,6,0.9,0,0.0,2018-01-01 00:01:00,PERI MIRIM,-2.57305464850608,-44.8502907000589,4.597951
216,210850 Pindaré-Mirim,3,3,1485.57,1408.44,0.0,0.0,77.13,0.0,0,495.19,495.19,7,2.3,0,0.0,2018-01-01 00:01:00,PINDARÉ-MIRIM,-3.60550057491389,-45.3468679178433,8.250127
217,210860 Pinheiro,2,2,1006.38,954.96,0.0,0.0,51.42,0.0,0,503.19,503.19,6,3.0,0,0.0,2018-01-01 00:01:00,PINHEIRO,-2.5227405,-45.0839266012937,7.781617
218,210870 Pio XII,5,5,2395.95,2267.4,0.0,0.0,128.55,0.0,0,479.19,479.19,15,3.0,0,0.0,2018-01-01 00:01:00,PIO XII,-3.88758753012782,-45.169960388665,36.095743
219,210880 Pirapemas,3,3,1453.57,1376.44,0.0,0.0,77.13,0.0,0,484.52,484.52,6,2.0,0,0.0,2018-01-01 00:01:00,PIRAPEMAS,-3.72532906611683,-44.2282808838415,36.788545
220,210927 Presidente Sarney,6,6,1138.02,886.8,0.0,0.0,251.22,0.0,0,189.67,189.67,18,3.0,0,0.0,2018-01-01 00:01:00,PRESIDENTE SARNEY,-2.59553055990599,-45.3713022606449,24.80907
221,210930 Presidente Vargas,1,1,487.19,461.48,0.0,0.0,25.71,0.0,0,487.19,487.19,2,2.0,0,0.0,2018-01-01 00:01:00,PRESIDENTE VARGAS,-3.40201152220656,-44.0334018673342,38.607815
222,210940 Primeira Cruz,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,3,3.0,0,0.0,2018-01-01 00:01:00,PRIMEIRA CRUZ,-2.51058317196358,-43.4424433046987,1.650929
223,210950 Riachão,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,RIACHÃO,-7.36456500024021,-46.6233501429074,394.084913
224,210950 Riachão,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,RIACHÃO,-6.14729372886624,-40.6396735875083,513.175876
225,210950 Riachão,1,1,479.19,453.48,0.0,0.0,25.71,0.0,0,479.19,479.19,2,2.0,0,0.0,2018-01-01 00:01:00,RIACHÃO,-6.54267652788993,-35.6627216943535,177.52151
226,210960 Rosário,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,ROSÁRIO,-2.941543035,-44.2475185952615,17.544346
227,210960 Rosário,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,ROSÁRIO,-11.5230376870972,-39.1196394869211,361.068054
228,210960 Rosário,2,2,958.38,906.96,0.0,0.0,51.42,0.0,0,479.19,479.19,6,3.0,0,0.0,2018-01-01 00:01:00,ROSÁRIO,-13.9455571670783,-46.1978341839478,988.136433
229,210980 Santa Helena,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,SANTA HELENA,-2.23453250892676,-45.3051611932379,9.979125
230,210980 Santa Helena,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,SANTA HELENA,-6.71869419964293,-38.6427896706556,291.868349
231,210980 Santa Helena,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,SANTA HELENA,-24.8570958306367,-54.3364531522835,264.154392
232,210980 Santa Helena,1,1,495.19,469.48,0.0,0.0,25.71,0.0,0,495.19,495.19,2,2.0,0,0.0,2018-01-01 00:01:00,SANTA HELENA,-26.9398439236403,-53.6199878739379,514.0663
233,210990 Santa Inês,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-01-01 00:01:00,SANTA INÊS,-3.65857452,-45.3782724523024,29.802811
234,210990 Santa Inês,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-01-01 00:01:00,SANTA INÊS,-7.62777971854304,-38.5595999296318,419.884276
235,210990 Santa Inês,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-01-01 00:01:00,SANTA INÊS,-13.298687223335,-39.8276053254776,404.950269
236,210990 Santa Inês,2,2,974.38,922.96,0.0,0.0,51.42,0.0,0,487.19,487.19,4,2.0,0,0.0,2018-01-01 00:01:00,SANTA INÊS,-22.6387065306372,-51.902768382784,360.199526
237,211000 Santa Luzia,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-01-01 00:01:00,SANTA LUZIA,-1.76937484741211,-47.1727704116144,59.668123
238,211000 Santa Luzia,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-01-01 00:01:00,SANTA LUZIA,-5.5829945379446,-46.9995094468859,231.054101
239,211000 Santa Luzia,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-01-01 00:01:00,SANTA LUZIA,-3.98084505651502,-44.8925361014143,22.088699
240,211000 Santa Luzia,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-01-01 00:01:00,SANTA LUZIA,-3.968391465,-45.6650117249372,44.194306
241,211000 Santa Luzia,2,2,1014.38,962.96,0.0,0.0,51.42,0.0,0,507.19,507.19,7,3.5,0,0.0,2018-01-01 00:01:00,SANTA LUZIA,-6.87186326188252,-36.9216783300447,308.188499
